ENSEMBL_RNOR,Symbol
ENSRNOG00000002568,Socs1
ENSRNOG00000008965,Socs2
ENSRNOG00000046902,Socs2
ENSRNOG00000002946,Socs3
ENSRNOG00000051682,Socs3
ENSRNOG00000011377,Socs4
ENSRNOG00000047191,Socs4
ENSRNOG00000028504,Socs5
ENSRNOG00000053067,Socs5
ENSRNOG00000038212,Socs6
ENSRNOG00000061114,Socs6
ENSRNOG00000002115,Sod1
ENSRNOG00000019048,Sod2
ENSRNOG00000046529,Sod2
ENSRNOG00000003869,Sod3
ENSRNOG00000057445,Sod3
ENSRNOG00000047898,Sod4
ENSRNOG00000042309,Soga3
ENSRNOG00000033983,Sohlh1
ENSRNOG00000038091,Sohlh2
ENSRNOG00000002021,Son
ENSRNOG00000046450,Son
ENSRNOG00000015658,Sorbs1
ENSRNOG00000013391,Sorbs2
ENSRNOG00000055442,Sorbs2
ENSRNOG00000008829,Sorbs3
ENSRNOG00000054180,Sorbs3
ENSRNOG00000051605,Sorbs4
ENSRNOG00000011313,Sorcs1
ENSRNOG00000007033,Sorcs2
ENSRNOG00000053032,Sorcs2
ENSRNOG00000028832,Sorcs3
ENSRNOG00000050374,Sorcs3
ENSRNOG00000061227,Sorcs4
ENSRNOG00000017291,Sord
ENSRNOG00000056411,Sord
ENSRNOG00000031814,Sort1
ENSRNOG00000007106,Sos1
ENSRNOG00000004826,Sos2
ENSRNOG00000050431,Sos2
ENSRNOG00000048714,Sos3
ENSRNOG00000020805,Sost
ENSRNOG00000058482,Sost
ENSRNOG00000005770,Sostdc1
ENSRNOG00000049471,Sostdc2
ENSRNOG00000002202,Sowahb
ENSRNOG00000046619,Sowahb
ENSRNOG00000011305,Sox10
ENSRNOG00000046926,Sox10
ENSRNOG00000030034,Sox11
ENSRNOG00000053026,Sox11
ENSRNOG00000007514,Sox12
ENSRNOG00000061644,Sox12
ENSRNOG00000028353,Sox13
ENSRNOG00000050747,Sox13
ENSRNOG00000022084,Sox14
ENSRNOG00000061068,Sox14
ENSRNOG00000012155,Sox15
ENSRNOG00000059071,Sox15
ENSRNOG00000053502,Sox16
ENSRNOG00000027357,Sox17
ENSRNOG00000016248,Sox18
ENSRNOG00000060768,Sox18
ENSRNOG00000055767,Sox19
ENSRNOG00000012199,Sox2
ENSRNOG00000053528,Sox3
ENSRNOG00000006098,Sox30
ENSRNOG00000049727,Sox31
ENSRNOG00000027869,Sox5
ENSRNOG00000020514,Sox6
ENSRNOG00000060907,Sox6
ENSRNOG00000012049,Sox7
ENSRNOG00000058305,Sox7
ENSRNOG00000018841,Sox8
ENSRNOG00000053440,Sox8
ENSRNOG00000002607,Sox9
ENSRNOG00000057320,Sox9
ENSRNOG00000014084,Sp1
ENSRNOG00000061013,Sp10
ENSRNOG00000022769,Sp100
ENSRNOG00000059303,Sp101
ENSRNOG00000033747,Sp110
ENSRNOG00000022800,Sp140
ENSRNOG00000059315,Sp141
ENSRNOG00000010492,Sp2
ENSRNOG00000054569,Sp2
ENSRNOG00000052548,Sp3
ENSRNOG00000005472,Sp4
ENSRNOG00000049234,Sp5
ENSRNOG00000023551,Sp6
ENSRNOG00000014082,Sp7
ENSRNOG00000059561,Sp7
ENSRNOG00000005943,Sp8
ENSRNOG00000054567,Sp8
ENSRNOG00000028187,Sp9
ENSRNOG00000049606,Sp9
ENSRNOG00000010934,Spa17
ENSRNOG00000052811,Spa18
ENSRNOG00000008232,Spaca1
ENSRNOG00000053796,Spaca10
ENSRNOG00000051273,Spaca2
ENSRNOG00000006994,Spaca3
ENSRNOG00000021037,Spaca4
ENSRNOG00000050338,Spaca4
ENSRNOG00000058628,Spaca5
ENSRNOG00000012697,Spaca9
ENSRNOG00000010078,Spag1
ENSRNOG00000047006,Spag10
ENSRNOG00000013957,Spag11a
ENSRNOG00000054495,Spag11a
ENSRNOG00000031111,Spag11bl
ENSRNOG00000062025,Spag11bl
ENSRNOG00000042609,Spag16
ENSRNOG00000037196,Spag17
ENSRNOG00000052313,Spag2
ENSRNOG00000011777,Spag5
ENSRNOG00000037214,Spag5
ENSRNOG00000022021,Spag6
ENSRNOG00000053291,Spag6
ENSRNOG00000025787,Spag6l
ENSRNOG00000060271,Spag6l
ENSRNOG00000004246,Spag7
ENSRNOG00000059056,Spag7
ENSRNOG00000032539,Spag8
ENSRNOG00000048229,Spag8
ENSRNOG00000002749,Spag9
ENSRNOG00000007231,Spam1
ENSRNOG00000050509,Spam2
ENSRNOG00000012840,Sparc
ENSRNOG00000053888,Sparc
ENSRNOG00000015093,Sparcl1
ENSRNOG00000055137,Sparcl2
ENSRNOG00000027136,Spast
ENSRNOG00000060696,Spast
ENSRNOG00000015678,Spata1
ENSRNOG00000053844,Spata10
ENSRNOG00000013707,Spata13
ENSRNOG00000054345,Spata14
ENSRNOG00000024521,Spata16
ENSRNOG00000002504,Spata17
ENSRNOG00000059839,Spata17
ENSRNOG00000002120,Spata18
ENSRNOG00000046848,Spata18
ENSRNOG00000031438,Spata19
ENSRNOG00000046533,Spata19
ENSRNOG00000009207,Spata2
ENSRNOG00000055456,Spata2
ENSRNOG00000003273,Spata20
ENSRNOG00000009058,Spata21
ENSRNOG00000037307,Spata22
ENSRNOG00000051733,Spata22
ENSRNOG00000019976,Spata24
ENSRNOG00000015744,Spata25
ENSRNOG00000057988,Spata25
ENSRNOG00000055487,Spata26
ENSRNOG00000016167,Spata2L
ENSRNOG00000055714,Spata2L
ENSRNOG00000017540,Spata3
ENSRNOG00000051820,Spata3
ENSRNOG00000018202,Spata31a5
ENSRNOG00000056926,Spata31a6
ENSRNOG00000027014,Spata31d1d
ENSRNOG00000060656,Spata31d1d
ENSRNOG00000026175,Spata31e1
ENSRNOG00000060393,Spata31e2
ENSRNOG00000003275,Spata32
ENSRNOG00000038239,Spata33
ENSRNOG00000056552,Spata4
ENSRNOG00000047466,Spata44
ENSRNOG00000039841,Spata45
ENSRNOG00000002972,Spata46
ENSRNOG00000047218,Spata47
ENSRNOG00000017462,Spata5
ENSRNOG00000047468,Spata56
ENSRNOG00000000169,Spata5l1
ENSRNOG00000043017,Spata5l2
ENSRNOG00000007568,Spata6
ENSRNOG00000056508,Spata6
ENSRNOG00000015137,Spata6l
ENSRNOG00000055154,Spata6l
ENSRNOG00000003955,Spata7
ENSRNOG00000050795,Spata7
ENSRNOG00000047969,Spata8
ENSRNOG00000012770,Spata9
ENSRNOG00000029590,Spatc1
ENSRNOG00000001262,Spatc1l
ENSRNOG00000045847,Spatc1l
ENSRNOG00000061487,Spatc2
ENSRNOG00000019963,Spats1
ENSRNOG00000057979,Spats2
ENSRNOG00000016012,Spats2l
ENSRNOG00000055622,Spats2l
ENSRNOG00000029862,Spc24
ENSRNOG00000006731,Spc25
ENSRNOG00000061583,Spc25
ENSRNOG00000050128,Spc26
ENSRNOG00000018075,Spcs1
ENSRNOG00000018164,Spcs2
ENSRNOG00000056853,Spcs2
ENSRNOG00000038933,Spcs3
ENSRNOG00000056907,Spcs3
ENSRNOG00000000491,Spdef
ENSRNOG00000043381,Spdef
ENSRNOG00000007292,Spdl1
ENSRNOG00000050563,Spdl2
ENSRNOG00000004534,Spdya
ENSRNOG00000048472,Spdya
ENSRNOG00000002903,Specc1
ENSRNOG00000001303,Specc1l
ENSRNOG00000045895,Specc1l
ENSRNOG00000047138,Specc2
ENSRNOG00000021247,Spef1
ENSRNOG00000058770,Spef2
ENSRNOG00000019850,Speg
ENSRNOG00000057918,Speg
ENSRNOG00000015419,Spem1
ENSRNOG00000055306,Spem2
ENSRNOG00000033556,Spen
ENSRNOG00000025359,Spesp1
ENSRNOG00000060124,Spesp2
ENSRNOG00000029659,Spetex-2F
ENSRNOG00000061510,Spetex-2F
ENSRNOG00000021954,Spg11
ENSRNOG00000059039,Spg12
ENSRNOG00000014155,Spg20
ENSRNOG00000015019,Spg21
ENSRNOG00000054606,Spg21
ENSRNOG00000055097,Spg22
ENSRNOG00000015150,Spg7
ENSRNOG00000055163,Spg8
ENSRNOG00000010626,Sphk1
ENSRNOG00000021032,Sphk2
ENSRNOG00000052627,Sphk2
ENSRNOG00000058625,Sphk3
ENSRNOG00000016388,Sphkap
ENSRNOG00000055859,Sphkap
ENSRNOG00000012172,Spi1
ENSRNOG00000053513,Spi2
ENSRNOG00000019660,Spib
ENSRNOG00000057810,Spib
ENSRNOG00000005720,Spic
ENSRNOG00000049429,Spic
ENSRNOG00000039024,Spice1
ENSRNOG00000037851,Spidr
ENSRNOG00000011119,Spin1
ENSRNOG00000052919,Spin2
ENSRNOG00000034120,Spin2a
ENSRNOG00000013464,Spink1
ENSRNOG00000038793,Spink13
ENSRNOG00000028902,Spink14
ENSRNOG00000061252,Spink15
ENSRNOG00000013410,Spink1l
ENSRNOG00000054189,Spink1l
ENSRNOG00000054221,Spink2
ENSRNOG00000008252,Spink4
ENSRNOG00000013116,Spink5
ENSRNOG00000051287,Spink5
ENSRNOG00000054021,Spink6
ENSRNOG00000032873,Spink7
ENSRNOG00000037199,Spink8
ENSRNOG00000039251,Spink9
ENSRNOG00000012811,Spint1
ENSRNOG00000020636,Spint2
ENSRNOG00000053870,Spint2
ENSRNOG00000058377,Spint3
ENSRNOG00000014794,Spint4
ENSRNOG00000054981,Spint5
ENSRNOG00000014807,Spint5p
ENSRNOG00000054988,Spint5p
ENSRNOG00000025324,Spire1
ENSRNOG00000016920,Spire2
ENSRNOG00000060113,Spire2
ENSRNOG00000056182,Spire3
ENSRNOG00000036711,Spn
ENSRNOG00000017621,Spns1
ENSRNOG00000056596,Spns2
ENSRNOG00000015873,Spns3
ENSRNOG00000055557,Spns4
ENSRNOG00000006732,Spo11
ENSRNOG00000050129,Spo12
ENSRNOG00000012747,Spock1
ENSRNOG00000053828,Spock2
ENSRNOG00000029903,Spock3
ENSRNOG00000061600,Spock4
ENSRNOG00000006033,Spon2
ENSRNOG00000049674,Spon3
ENSRNOG00000004686,Spop
ENSRNOG00000048589,Spop
ENSRNOG00000005070,Spopl
ENSRNOG00000048919,Spopl
ENSRNOG00000011652,Sppl2a
ENSRNOG00000053229,Sppl2a
ENSRNOG00000005104,Sppl2c
ENSRNOG00000048941,Sppl2c
ENSRNOG00000001178,Sppl3
ENSRNOG00000045755,Sppl4
ENSRNOG00000015455,Spr
ENSRNOG00000055330,Spr
ENSRNOG00000005209,Spred1
ENSRNOG00000004888,Spred2
ENSRNOG00000049019,Spred2
ENSRNOG00000048765,Spred3
ENSRNOG00000018927,Sprn
ENSRNOG00000057369,Sprn
ENSRNOG00000024028,Sprr1a
ENSRNOG00000059682,Sprr1a
ENSRNOG00000031144,Sprr1b
ENSRNOG00000062040,Sprr1b
ENSRNOG00000009168,Sprr2d
ENSRNOG00000051796,Sprr2d
ENSRNOG00000024046,Sprr3
ENSRNOG00000059689,Sprr4
ENSRNOG00000021330,Sprtn
ENSRNOG00000058813,Sprtn
ENSRNOG00000025371,Spry1
ENSRNOG00000010058,Spry2
ENSRNOG00000060129,Spry2
ENSRNOG00000052302,Spry3
ENSRNOG00000013851,Spry4
ENSRNOG00000054437,Spry5
ENSRNOG00000010793,Spryd3
ENSRNOG00000003127,Spryd4
ENSRNOG00000052722,Spryd4
ENSRNOG00000047334,Spryd5
ENSRNOG00000015095,Spryd7
ENSRNOG00000055138,Spryd8
ENSRNOG00000017212,Spsb1
ENSRNOG00000015125,Spsb2
ENSRNOG00000056367,Spsb2
ENSRNOG00000015300,Spsb3
ENSRNOG00000055149,Spsb3
ENSRNOG00000012862,Spsb4
ENSRNOG00000055245,Spsb4
ENSRNOG00000053899,Spsb5
ENSRNOG00000036825,Spt1
ENSRNOG00000003537,Spta1
ENSRNOG00000047627,Spta2
ENSRNOG00000015396,Sptan1
ENSRNOG00000055290,Sptan2
ENSRNOG00000006911,Sptb
ENSRNOG00000050257,Sptb
ENSRNOG00000005434,Sptbn1
ENSRNOG00000049215,Sptbn2
ENSRNOG00000010882,Sptlc1
ENSRNOG00000012210,Sptlc2
ENSRNOG00000052774,Sptlc2
ENSRNOG00000004443,Sptlc3
ENSRNOG00000053536,Sptlc3
ENSRNOG00000048397,Sptlc4
ENSRNOG00000004292,Sptssa
ENSRNOG00000048265,Sptssa
ENSRNOG00000009388,Sptssb
ENSRNOG00000051929,Sptssb
ENSRNOG00000013050,Spz1
ENSRNOG00000053994,Spz2
ENSRNOG00000009550,Sqle
ENSRNOG00000052017,Sqle
ENSRNOG00000000172,Sqrdl
ENSRNOG00000043023,Sqrdl
ENSRNOG00000003147,Sqstm1
ENSRNOG00000047349,Sqstm2
ENSRNOG00000018089,Sra1
ENSRNOG00000056862,Sra2
ENSRNOG00000014720,Srbd1
ENSRNOG00000054945,Srbd2
ENSRNOG00000009495,Src
ENSRNOG00000051989,Src
ENSRNOG00000011475,Srcin1
ENSRNOG00000053125,Srcin2
ENSRNOG00000017601,Srd5a1
ENSRNOG00000027042,Srd5a2
ENSRNOG00000056582,Srd5a2
ENSRNOG00000002216,Srd5a3
ENSRNOG00000060671,Srd5a3
ENSRNOG00000046632,Srd5a4
ENSRNOG00000003463,Srebf1
ENSRNOG00000007400,Srebf2
ENSRNOG00000047578,Srebf2
ENSRNOG00000050650,Srebf3
ENSRNOG00000032735,Srek1
ENSRNOG00000018232,Srf
ENSRNOG00000056944,Srf
ENSRNOG00000014808,Srfbp1
ENSRNOG00000054989,Srfbp2
ENSRNOG00000004603,Srgap1
ENSRNOG00000006733,Srgap2
ENSRNOG00000048520,Srgap2
ENSRNOG00000006509,Srgap3
ENSRNOG00000050132,Srgap3
ENSRNOG00000049982,Srgap4
ENSRNOG00000000394,Srgn
ENSRNOG00000043192,Srgn
ENSRNOG00000005269,Srl
ENSRNOG00000049059,Srl
ENSRNOG00000011078,Srm
ENSRNOG00000052899,Srm
ENSRNOG00000013003,Srms
ENSRNOG00000053970,Srms
ENSRNOG00000047395,Srp10
ENSRNOG00000007512,Srp14
ENSRNOG00000050746,Srp15
ENSRNOG00000020204,Srp19
ENSRNOG00000058118,Srp20
ENSRNOG00000032776,Srp54a
ENSRNOG00000009351,Srp68
ENSRNOG00000051911,Srp69
ENSRNOG00000002100,Srp72
ENSRNOG00000046517,Srp73
ENSRNOG00000003211,Srp9
ENSRNOG00000000511,Srpk1
ENSRNOG00000010601,Srpk2
ENSRNOG00000043414,Srpk2
ENSRNOG00000052613,Srpk3
ENSRNOG00000010543,Srpra
ENSRNOG00000052579,Srpra
ENSRNOG00000039666,Srpx
ENSRNOG00000003715,Srpx2
ENSRNOG00000047767,Srpx3
ENSRNOG00000002991,Srr
ENSRNOG00000047234,Srr
ENSRNOG00000000662,Srrd
ENSRNOG00000044214,Srrd
ENSRNOG00000018194,Srrm1
ENSRNOG00000056922,Srrm2
ENSRNOG00000001439,Srrm3
ENSRNOG00000001141,Srrm4
ENSRNOG00000046007,Srrm4
ENSRNOG00000045720,Srrm5
ENSRNOG00000007992,Srsf10
ENSRNOG00000045742,Srsf10
ENSRNOG00000029592,Srsf11
ENSRNOG00000051119,Srsf11
ENSRNOG00000061490,Srsf12
ENSRNOG00000000248,Srsf2
ENSRNOG00000000520,Srsf3
ENSRNOG00000043093,Srsf3
ENSRNOG00000010007,Srsf4
ENSRNOG00000043436,Srsf4
ENSRNOG00000005513,Srsf5
ENSRNOG00000052273,Srsf5
ENSRNOG00000006380,Srsf6
ENSRNOG00000049259,Srsf6
ENSRNOG00000027360,Srsf7
ENSRNOG00000049892,Srsf7
ENSRNOG00000060770,Srsf8
ENSRNOG00000001163,Srsf9
ENSRNOG00000031167,Srxn1
ENSRNOG00000062046,Srxn2
ENSRNOG00000016800,Ss18
ENSRNOG00000056116,Ss19
ENSRNOG00000007998,Ssb
ENSRNOG00000051122,Ssb
ENSRNOG00000012100,Ssbp1
ENSRNOG00000016213,Ssbp2
ENSRNOG00000053475,Ssbp2
ENSRNOG00000007920,Ssbp3
ENSRNOG00000055742,Ssbp3
ENSRNOG00000019698,Ssbp4
ENSRNOG00000051070,Ssbp4
ENSRNOG00000057832,Ssbp5
ENSRNOG00000001435,Ssc4d
ENSRNOG00000046005,Ssc4d
ENSRNOG00000016687,Ssc5d
ENSRNOG00000056045,Ssc5d
ENSRNOG00000005865,Ssfa2
ENSRNOG00000049532,Ssfa3
ENSRNOG00000000695,Ssh1
ENSRNOG00000014285,Ssh2
ENSRNOG00000044314,Ssh2
ENSRNOG00000018878,Ssh3
ENSRNOG00000054688,Ssh3
ENSRNOG00000057343,Ssh4
ENSRNOG00000010345,Ssmem1
ENSRNOG00000052464,Ssmem2
ENSRNOG00000011093,Ssna1
ENSRNOG00000052904,Ssna2
ENSRNOG00000001807,Sspn
ENSRNOG00000046297,Sspn
ENSRNOG00000025848,Sspo
ENSRNOG00000060291,Sspo
ENSRNOG00000014165,Ssr1
ENSRNOG00000019940,Ssr2
ENSRNOG00000054613,Ssr2
ENSRNOG00000011148,Ssr3
ENSRNOG00000057963,Ssr3
ENSRNOG00000052936,Ssr4
ENSRNOG00000008825,Ssrp1
ENSRNOG00000051603,Ssrp2
ENSRNOG00000012736,Sssca1
ENSRNOG00000053824,Sssca2
ENSRNOG00000001837,Sst
ENSRNOG00000046318,Sst
ENSRNOG00000002793,Sstr2
ENSRNOG00000007332,Sstr3
ENSRNOG00000047053,Sstr3
ENSRNOG00000004641,Sstr4
ENSRNOG00000050592,Sstr4
ENSRNOG00000018834,Sstr5
ENSRNOG00000048558,Sstr5
ENSRNOG00000057314,Sstr6
ENSRNOG00000017829,Ssu72
ENSRNOG00000056705,Ssu73
ENSRNOG00000005734,Ssuh2
ENSRNOG00000049446,Ssuh3
ENSRNOG00000027850,Ssx1
ENSRNOG00000060899,Ssx2
ENSRNOG00000015425,Ssx2ip
ENSRNOG00000055311,Ssx2ip
ENSRNOG00000019070,St13
ENSRNOG00000005903,St14
ENSRNOG00000057457,St14
ENSRNOG00000049572,St15
ENSRNOG00000006200,St18
ENSRNOG00000049783,St19
ENSRNOG00000008209,St3gal1
ENSRNOG00000017932,St3gal2
ENSRNOG00000051259,St3gal2
ENSRNOG00000019843,St3gal3
ENSRNOG00000056772,St3gal3
ENSRNOG00000009850,St3gal4
ENSRNOG00000057914,St3gal4
ENSRNOG00000010284,St3gal5
ENSRNOG00000052183,St3gal5
ENSRNOG00000001653,St3gal6
ENSRNOG00000052438,St3gal6
ENSRNOG00000046177,St3gal7
ENSRNOG00000013934,St5
ENSRNOG00000054480,St6
ENSRNOG00000001823,St6gal1
ENSRNOG00000046310,St6gal2
ENSRNOG00000000251,St6galnac1
ENSRNOG00000012083,St6galnac2
ENSRNOG00000043098,St6galnac2
ENSRNOG00000053461,St6galnac3
ENSRNOG00000014002,St7l
ENSRNOG00000054520,St7l
ENSRNOG00000014018,St8sia1
ENSRNOG00000012031,St8sia2
ENSRNOG00000054529,St8sia2
ENSRNOG00000018305,St8sia3
ENSRNOG00000053430,St8sia3
ENSRNOG00000019128,St8sia4
ENSRNOG00000056987,St8sia4
ENSRNOG00000022691,St8sia5
ENSRNOG00000057491,St8sia5
ENSRNOG00000059263,St8sia6
ENSRNOG00000018434,Stab1
ENSRNOG00000038948,Stab2
ENSRNOG00000057071,Stab2
ENSRNOG00000008865,Stac
ENSRNOG00000051627,Stac
ENSRNOG00000004805,Stac2
ENSRNOG00000008050,Stac3
ENSRNOG00000048698,Stac3
ENSRNOG00000051162,Stac4
ENSRNOG00000015389,Stag1
ENSRNOG00000029885,Stag2
ENSRNOG00000055287,Stag2
ENSRNOG00000001360,Stag3
ENSRNOG00000061594,Stag3
ENSRNOG00000045947,Stag4
ENSRNOG00000027447,Stam2
ENSRNOG00000060794,Stam3
ENSRNOG00000012227,Stambp
ENSRNOG00000053544,Stambp
ENSRNOG00000002014,Stap1
ENSRNOG00000046449,Stap2
ENSRNOG00000015052,Star
ENSRNOG00000055112,Star
ENSRNOG00000019491,Stard10
ENSRNOG00000052298,Stard10
ENSRNOG00000057713,Stard11
ENSRNOG00000001090,Stard13
ENSRNOG00000045676,Stard14
ENSRNOG00000042044,Stard3
ENSRNOG00000020468,Stard4
ENSRNOG00000025052,Stard5
ENSRNOG00000058280,Stard5
ENSRNOG00000026324,Stard6
ENSRNOG00000060021,Stard6
ENSRNOG00000013479,Stard7
ENSRNOG00000060445,Stard7
ENSRNOG00000033883,Stard8
ENSRNOG00000054226,Stard8
ENSRNOG00000010050,Stard9
ENSRNOG00000014079,Stat1
ENSRNOG00000031081,Stat2
ENSRNOG00000054564,Stat2
ENSRNOG00000019742,Stat3
ENSRNOG00000062011,Stat3
ENSRNOG00000057861,Stat4
ENSRNOG00000019496,Stat5a
ENSRNOG00000057717,Stat5a
ENSRNOG00000019075,Stat5b
ENSRNOG00000057460,Stat5b
ENSRNOG00000025023,Stat6
ENSRNOG00000060008,Stat7
ENSRNOG00000007781,Stau1
ENSRNOG00000042458,Stau2
ENSRNOG00000050978,Stau2
ENSRNOG00000002218,Stbd1
ENSRNOG00000046635,Stbd2
ENSRNOG00000015075,Stc1
ENSRNOG00000020729,Stc2
ENSRNOG00000055124,Stc2
ENSRNOG00000058441,Stc3
ENSRNOG00000001957,ste2
ENSRNOG00000046407,ste3
ENSRNOG00000000017,Steap1
ENSRNOG00000006076,Steap2
ENSRNOG00000042821,Steap2
ENSRNOG00000049711,Steap3
ENSRNOG00000008602,Steap4
ENSRNOG00000051482,Steap5
ENSRNOG00000033929,Stfa2l1
ENSRNOG00000033933,Stfa3
ENSRNOG00000030984,Stfa3l1
ENSRNOG00000061976,Stfa3l2
ENSRNOG00000020425,Stim1
ENSRNOG00000002956,Stim2
ENSRNOG00000058253,Stim2
ENSRNOG00000047206,Stim3
ENSRNOG00000021164,Stip1
ENSRNOG00000058721,Stip2
ENSRNOG00000004217,Stk10
ENSRNOG00000014287,Stk11
ENSRNOG00000048206,Stk11
ENSRNOG00000020107,Stk11ip
ENSRNOG00000058065,Stk11ip
ENSRNOG00000054689,Stk12
ENSRNOG00000019294,Stk16
ENSRNOG00000057591,Stk17
ENSRNOG00000012502,Stk17b
ENSRNOG00000053688,Stk17b
ENSRNOG00000000423,Stk19-ps
ENSRNOG00000043262,Stk19-ps
ENSRNOG00000011511,Stk24
ENSRNOG00000018181,Stk25
ENSRNOG00000053149,Stk25
ENSRNOG00000007879,Stk26
ENSRNOG00000056915,Stk26
ENSRNOG00000051045,Stk27
ENSRNOG00000011278,Stk3
ENSRNOG00000027066,Stk32a
ENSRNOG00000060679,Stk32a
ENSRNOG00000031397,Stk32b
ENSRNOG00000006962,Stk32c
ENSRNOG00000050304,Stk32c
ENSRNOG00000014590,Stk33
ENSRNOG00000054863,Stk34
ENSRNOG00000006002,Stk35
ENSRNOG00000016913,Stk36
ENSRNOG00000049652,Stk36
ENSRNOG00000056178,Stk37
ENSRNOG00000000519,Stk38
ENSRNOG00000001828,Stk38l
ENSRNOG00000046313,Stk38l
ENSRNOG00000024808,Stk39
ENSRNOG00000043426,Stk39
ENSRNOG00000013529,Stk4
ENSRNOG00000053009,Stk4
ENSRNOG00000025679,Stk40
ENSRNOG00000059936,Stk40
ENSRNOG00000060239,Stk41
ENSRNOG00000054251,Stk5
ENSRNOG00000027911,Stkld1
ENSRNOG00000060921,Stkld2
ENSRNOG00000016810,Stmn1
ENSRNOG00000011705,Stmn2
ENSRNOG00000056120,Stmn2
ENSRNOG00000013657,Stmn3
ENSRNOG00000053258,Stmn3
ENSRNOG00000054319,Stmn4
ENSRNOG00000020376,Stn1
ENSRNOG00000058218,Stn2
ENSRNOG00000019147,Stom
ENSRNOG00000057502,Stom
ENSRNOG00000008530,Stoml1
ENSRNOG00000009535,Stoml2
ENSRNOG00000051438,Stoml2
ENSRNOG00000011006,Stoml3
ENSRNOG00000052008,Stoml3
ENSRNOG00000052854,Stoml4
ENSRNOG00000016688,Ston1
ENSRNOG00000004458,Ston2
ENSRNOG00000056046,Ston2
ENSRNOG00000048410,Ston3
ENSRNOG00000023712,Stox1
ENSRNOG00000009590,Stox2
ENSRNOG00000059601,Stox2
ENSRNOG00000052043,Stox3
ENSRNOG00000031448,Stpg1
ENSRNOG00000023457,Stpg2
ENSRNOG00000010002,Stpg3
ENSRNOG00000059524,Stpg3
ENSRNOG00000052270,Stpg4
ENSRNOG00000008312,Stra6
ENSRNOG00000051315,Stra7
ENSRNOG00000010573,Stra8
ENSRNOG00000052597,Stra9
ENSRNOG00000008637,Strada
ENSRNOG00000051506,Strada
ENSRNOG00000010728,Stradb
ENSRNOG00000052684,Stradb
ENSRNOG00000007134,Strap
ENSRNOG00000050463,Strap
ENSRNOG00000010150,Strbp
ENSRNOG00000052357,Strbp
ENSRNOG00000014845,Strc
ENSRNOG00000055007,Strc
ENSRNOG00000018293,Strip1
ENSRNOG00000056980,Strip2
ENSRNOG00000004806,Strn
ENSRNOG00000048699,Strn
ENSRNOG00000016145,Strn4
ENSRNOG00000055700,Strn5
ENSRNOG00000032487,Sts
ENSRNOG00000031896,Stt3a
ENSRNOG00000011922,Stt3b
ENSRNOG00000053367,Stt3b
ENSRNOG00000019798,Stub1
ENSRNOG00000057890,Stub2
ENSRNOG00000037960,Stum
ENSRNOG00000014902,Stx11
ENSRNOG00000011804,Stx12
ENSRNOG00000055042,Stx12
ENSRNOG00000053305,Stx13
ENSRNOG00000005281,Stx16
ENSRNOG00000005801,Stx17
ENSRNOG00000049071,Stx17
ENSRNOG00000006139,Stx18
ENSRNOG00000049497,Stx18
ENSRNOG00000049759,Stx19
ENSRNOG00000029165,Stx1a
ENSRNOG00000061346,Stx1a
ENSRNOG00000019193,Stx1b
ENSRNOG00000057531,Stx1b
ENSRNOG00000000936,Stx2
ENSRNOG00000021013,Stx3
ENSRNOG00000045548,Stx3
ENSRNOG00000019302,Stx4
ENSRNOG00000058610,Stx4
ENSRNOG00000018847,Stx5
ENSRNOG00000057597,Stx5
ENSRNOG00000003402,Stx6
ENSRNOG00000057323,Stx6
ENSRNOG00000015670,Stx7
ENSRNOG00000047553,Stx7
ENSRNOG00000003849,Stx8
ENSRNOG00000055449,Stx8
ENSRNOG00000047880,Stx9
ENSRNOG00000015420,Stxbp1
ENSRNOG00000000994,Stxbp2
ENSRNOG00000055307,Stxbp2
ENSRNOG00000020392,Stxbp3
ENSRNOG00000045599,Stxbp3
ENSRNOG00000032768,Stxbp4
ENSRNOG00000058231,Stxbp4
ENSRNOG00000013351,Stxbp5
ENSRNOG00000002496,Stxbp5l
ENSRNOG00000046845,Stxbp5l
ENSRNOG00000004198,Stxbp6
ENSRNOG00000054153,Stxbp6
ENSRNOG00000048191,Stxbp7
ENSRNOG00000010347,Styk1
ENSRNOG00000052465,Styk2
ENSRNOG00000007956,Styx
ENSRNOG00000051095,Styx
ENSRNOG00000023366,Styxl1
ENSRNOG00000059488,Styxl2
ENSRNOG00000017481,Sucla2
ENSRNOG00000056517,Sucla3
ENSRNOG00000005587,Suclg1
ENSRNOG00000005686,Suclg2
ENSRNOG00000049310,Suclg2
ENSRNOG00000049389,Suclg3
ENSRNOG00000014039,Sucnr1
ENSRNOG00000054540,Sucnr2
ENSRNOG00000026542,Suco
ENSRNOG00000060498,Suco
ENSRNOG00000001139,Suds3
ENSRNOG00000045719,Suds4
ENSRNOG00000019807,Sufu
ENSRNOG00000057894,Sufu
ENSRNOG00000020269,Sugp2
ENSRNOG00000058150,Sugp3
ENSRNOG00000012594,Sugt1
ENSRNOG00000053739,Sugt2
ENSRNOG00000009037,Sulf1
ENSRNOG00000006052,Sulf2
ENSRNOG00000051720,Sulf2
ENSRNOG00000049693,Sulf3
ENSRNOG00000019342,Sult1a1
ENSRNOG00000057621,Sult1a2
ENSRNOG00000001967,Sult1b1
ENSRNOG00000046419,Sult1b2
ENSRNOG00000031833,Sult1c2
ENSRNOG00000040215,Sult1c2
ENSRNOG00000042111,Sult1c2a
